BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
118363,"Edvard Thomsens Vej 15, st. tv, 2300 København S", kr. 1.550.000, kr. 373.000, kr. 3.125.000,  83   , kr. 37.650,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  78   ,"12,5734997","55,63313421","Edvard Thomsens Vej 15,st tv, 2300 København S",Edvard Thomsens Vej,15,st,2
135761,"Reberbanegade 49, 4. th, 2300 København S", kr. 830.000, kr. 104.100, kr. 2.365.000,  44   , kr. 53.750,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  41   ,"12,60631003","55,66187283","Reberbanegade 49,4 th, 2300 København S",Reberbanegade,49,4,2
140137,"Richard Mortensens Vej 79, 5. 2, 2300 København S", kr. 1.950.000, kr. 436.500, kr. 3.950.000,  96   , kr. 41.145,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  84   ,"12,57073725","55,61701065","Richard Mortensens V 79,5,-2, 2300 København S",Richard Mortensens Vej,79,5,3
415266,"Strandlodsvej 25D, 11. tv, 2300 København S", kr. 3.150.000, kr. 436.300, kr. 9.800.000,  134   , kr. 73.134,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2016,  115   ,"12,62515809","55,6659422","Strandlodsvej 25D,11 tv, 2300 København S",Strandlodsvej,25D,11,5
134766,"Bremensgade 11, 3. tv, 2300 København S", kr. 940.000, kr. 101.300, kr. 2.500.000,  56   , kr. 44.642,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  51   ,"12,61655497","55,66625691","Bremensgade 11,3 tv, 2300 København S",Bremensgade,11,3,2
101399,"Under Elmene 16, 3. th, 2300 København S", kr. 1.000.000, kr. 94.100, kr. 3.250.000,  62   , kr. 52.419,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  55   ,"12,59873157","55,66518903","Under Elmene 16,3 th, 2300 København S",Under Elmene,16,3,2
143769,"Brigadevej 8, st. th, 2300 København S", kr. 560.000, kr. 57.200, kr. 1.525.000,  35   , kr. 43.571,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1898,  31   ,"12,60097752","55,66279453","Brigadevej 8,st th, 2300 København S",Brigadevej,8,st,1
129168,"Geislersgade 12, 2. tv, 2300 København S", kr. 900.000, kr. 163.800, kr. 2.600.000,  48   , kr. 54.166,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  42   ,"12,60571433","55,66430442","Geislersgade 12,2 tv, 2300 København S",Geislersgade,12,2,2
134422,"Øresund Parkvej 4, 1. th, 2300 København S", kr. 2.750.000, kr. 572.300, kr. 6.995.000,  130   , kr. 53.807,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2003,  118   ,"12,62799517","55,66394226","Øresund Parkvej 4,1 th, 2300 København S",Øresund Parkvej,4,1,4
143777,"Brigadevej 12, 1. tv, 2300 København S", kr. 710.000, kr. 80.000, kr. 2.295.000,  41   , kr. 55.975,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1898,  37   ,"12,60075016","55,66273521","Anker Heegaards Gade 1A,3 th, 1572 København V",Brigadevej,12,1,2
105988,"Flinterenden 4, 5. th, 2300 København S", kr. 3.150.000, kr. 720.200, kr. 6.250.000,  137   , kr. 45.620,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1924,  130   ,"12,59805261","55,66764801","Flinterenden 4,5 th, 2300 København S",Flinterenden,4,5,3
105988,"Flinterenden 4, 5. th, 2300 København S", kr. 3.150.000, kr. 720.200, kr. 6.250.000,  137   , kr. 45.620,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1924,  130   ,"12,59805261","55,66764801","Flinterenden 4,5 th, 2300 København S",Flinterenden,4,5,-
119181,"Edvard Thomsens Vej 69, 2. 1, 2300 København S", kr. 1.700.000, kr. 340.500, kr. 3.350.000,  87   , kr. 38.505,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  62   ,"12,57810851","55,63263825","Edvard Thomsens Vej 69,2,-1, 2300 København S",Edvard Thomsens Vej,69,2,3
135165,"Frankrigsgade 31, 2. th, 2300 København S", kr. 1.000.000, kr. 104.600, kr. 2.345.000,  56   , kr. 41.875,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  52   ,"12,60917912","55,66261314","Frankrigsgade 31,2 th, 2300 København S",Frankrigsgade,31,2,2
102431,"Islands Brygge 30C, 3. tv, 2300 København S", kr. 1.800.000, kr. 531.900, kr. 4.900.000,  118   , kr. 41.525,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1961,  105   ,"12,56936774","55,66186116","Islands Brygge 30C,3 tv, 2300 København S",Islands Brygge,30C,3,3
144238,"Birketinget 2B, 4. 244, 2300 København S", kr. 700.000, kr. 114.600, kr. 1.650.000,  42   , kr. 39.285,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  37   ,"12,60022743","55,6561354","Birketinget 2B,4,-244, 2300 København S",Birketinget,2B,4,1
106844,"Markmandsgade 17, 6., 2300 København S", kr. 5.500.000, kr. 855.300, kr. 11.100.000,  185   , kr. 60.000,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  173   ,"12,59991874","55,66814461","Markmandsgade 17,6, 2300 København S",Markmandsgade,17,6,5
139609,"Richard Mortensens Vej 63, 5. p2, 2300 København S", kr. 3.100.000, kr. 691.100, kr. 4.075.000,  145   , kr. 28.103,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  133   ,"12,57140981","55,61833038","None, 2300 København S",Richard Mortensens Vej,63,5,5
140106,"Richard Mortensens Vej 77, 5. 4, 2300 København S", kr. 1.800.000, kr. 441.700, kr. 3.650.000,  97   , kr. 37.628,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  85   ,"12,57100923","55,61717968","Ægirsgade 53,4 tv, 2200 København N",Richard Mortensens Vej,77,5,3
139187,"Robert Jacobsens Vej 82, 6. 1, 2300 København S", kr. 1.800.000, kr. 405.300, kr. 3.400.000,  90   , kr. 37.777,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  78   ,"12,57196634","55,6167048","Robert Jacobsens Vej 82,6,-1, 2300 København S",Robert Jacobsens Vej,82,6,3
124592,"Højdevej 6, 4. tv, 2300 København S", kr. 960.000, kr. 60.800, kr. 3.575.000,  95   , kr. 37.631,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  46   ,"12,61152805","55,65428189","Højdevej 6,4 tv, 2300 København S",Højdevej,6,4,4
112941,"Ørestads Boulevard 57A, 6. 607, 2300 København S", kr. 2.200.000, kr. 463.900, kr. 3.615.000,  108   , kr. 33.472,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  91   ,"12,58224692","55,63443774","Ørestads Boulevard 57A,6,-607, 2300 København S",Ørestads Boulevard,57A,6,3
139165,"Robert Jacobsens Vej 82, st. t1, 2300 København S", kr. 1.750.000, kr. 488.400, kr. 3.895.000,  106   , kr. 36.745,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  94   ,"12,57196634","55,6167048","None, 2300 København S",Robert Jacobsens Vej,82,st,3
139708,"Dalføret 11, 2. th, 2300 København S", kr. 960.000, kr. 80.000, kr. 2.550.000,  61   , kr. 41.803,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  55   ,"12,602194","55,65451942","Hans Bruuns Vej 8, 2920 Charlottenlund",Dalføret,11,2,2
123856,"Holmbladsgade 60, 2. tv, 2300 København S", kr. 1.150.000, kr. 205.800, kr. 3.095.000,  63   , kr. 49.126,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  55   ,"12,60993514","55,66565389","Holmbladsgade 60,2 tv, 2300 København S",Holmbladsgade,60,2,2
123856,"Holmbladsgade 60, 2. tv, 2300 København S", kr. 1.150.000, kr. 205.800, kr. 3.095.000,  63   , kr. 49.126,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  55   ,"12,60993514","55,66565389","Holmbladsgade 60,2 tv, 2300 København S",Holmbladsgade,60,2,-
113283,"Islands Brygge 100, st. th, 2300 København S", kr. 1.950.000, kr. 339.500, kr. 4.895.000,  82   , kr. 59.695,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2018,  71   ,"12,56486851","55,65561909","Islands Brygge 100,st th, 2300 København S",Islands Brygge,100,st,3
137428,"Hallandsgade 6A, 2. th, 2300 København S", kr. 1.100.000, kr. 107.400, kr. 3.575.000,  66   , kr. 54.166,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  58   ,"12,59994236","55,66370246","Hallandsgade 6A,2 th, 2300 København S",Hallandsgade,6A,2,3
123375,"Holmbladsgade 72, 4. th, 2300 København S", kr. 1.200.000, kr. 197.000, kr. 3.250.000,  65   , kr. 50.000,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  58   ,"12,61167364","55,66601119","Holmbladsgade 72,4 th, 2300 København S",Holmbladsgade,72,4,3
107327,"Myggenæsgade 9, 4. 4, 2300 København S", kr. 2.450.000, kr. 386.900, kr. 4.800.000,  90   , kr. 53.333,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  79   ,"12,58302928","55,66571235","Myggenæsgade 9,4,-4, 2300 København S",Myggenæsgade,9,4,3
129226,"Tyrolsgade 14, 3. th, 2300 København S", kr. 960.000, kr. 90.700, kr. 2.400.000,  51   , kr. 47.058,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  43   ,"12,60930201","55,65952717","Strandlodsvej 23C,7 tv, 2300 København S",Tyrolsgade,14,3,2
142418,"Mjøsensgade 13, 4. th, 2300 København S", kr. 1.000.000, kr. 123.000, kr. 3.195.000,  62   , kr. 51.532,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1946,  65   ,"12,59817378","55,65810387","Mjøsensgade 13,4 th, 2300 København S",Mjøsensgade,13,4,2
114761,"C.F. Møllers Allé 18, 6. tv, 2300 København S", kr. 2.100.000, kr. 410.400, kr. 4.600.000,  105   , kr. 43.809,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  90   ,"12,57425173","55,63513661","Otto Liebes Alle 20, 2770 Kastrup",C.F. Møllers Allé,18,6,3
143363,"Englandsvej 23, 4. th, 2300 København S", kr. 1.450.000, kr. 147.900, kr. 3.600.000,  84   , kr. 42.857,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1898,  77   ,"12,60524118","55,65669903","Englandsvej 23,4 th, 2300 København S",Englandsvej,23,4,3
126421,"Halgreensgade 6, 2., 2300 København S", kr. 2.700.000, kr. 241.800, kr. 6.800.000,  119   , kr. 57.142,01/07/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  106   ,"12,60627286","55,66545856","Halgreensgade 6,2, 2300 København S",Halgreensgade,6,2,4
415742,"Robert Jacobsens Vej 10Y, st. mf, 2300 København S", kr. 1.950.000, kr. 417.600, kr. 4.000.000,  91   , kr. 43.956,25/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  84   ,"12,57368576","55,6239251","Robert Jacobsens Vej 10Y,st mf, 2300 København S",Robert Jacobsens Vej,10Y,st,4
101401,"Under Elmene 16, 4. th, 2300 København S", kr. 1.000.000, kr. 94.100, kr. 3.280.000,  60   , kr. 54.666,24/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  53   ,"12,59873157","55,66518903","Under Elmene 16,4 th, 2300 København S",Under Elmene,16,4,2
426134,"Hannemanns Allé 12U, 1. 4, 2300 København S", kr. 2.700.000, kr. 494.900, kr. 4.395.000,  126   , kr. 34.880,16/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  113   ,"12,56992706","55,62606314","Hannemanns Allé 12U,1,-4, 2300 København S",Hannemanns Allé,12U,1,4
104635,"Weidekampsgade 67, 4. th, 2300 København S", kr. 3.150.000, kr. 517.900, kr. 6.350.000,  112   , kr. 56.696,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  97   ,"12,58054685","55,66785857","Skovvej 65A, 2920 Charlottenlund",Weidekampsgade,67,4,3
100213368,"Else Alfelts Vej 12, 6. 1, 2300 København S",-,-, kr. 3.725.000,  84   , kr. 44.345,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2019,  78   ,"12,56968092","55,62289197","Else Alfelts Vej 12,6,-1, 2300 København S",Else Alfelts Vej,12,6,4
134118,"Smålandsgade 8, st. tv, 2300 København S", kr. 1.000.000, kr. 60.900, kr. 2.250.000,  59   , kr. 38.135,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1912,  51   ,"12,60303045","55,66462701","Smålandsgade 8,st tv, 2300 København S",Smålandsgade,8,st,2
131005,"Parmagade 15, st. th, 2300 København S", kr. 1.050.000, kr. 147.600, kr. 2.995.000,  74   , kr. 40.472,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1926,  67   ,"12,61332666","55,65295958","Parmagade 15,st th, 2300 København S",Parmagade,15,st,3
134233,"Hessensgade 25, 3. th, 2300 København S", kr. 910.000, kr. 154.700, kr. 2.495.000,  56   , kr. 44.553,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1965,  50   ,"12,61612017","55,66480242","Hessensgade 25,3 th, 2300 København S",Hessensgade,25,3,2
133211,"Lyneborggade 21, 4. th, 2300 København S", kr. 2.200.000, kr. 280.400, kr. 5.092.500,  101   , kr. 50.420,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  86   ,"12,61070487","55,66406878","Lyneborggade 21,4 th, 2300 København S",Lyneborggade,21,4,3
140252,"Dalføret 1, 3. th, 2300 København S", kr. 470.000, kr. 104.900, kr. 2.500.000,  61   , kr. 40.983,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  55   ,"12,60259472","55,65495121","Dalføret 1,3 th, 2300 København S",Dalføret,1,3,2
134504,"Øresund Parkvej 12, st. th, 2300 København S", kr. 2.400.000, kr. 379.800, kr. 5.808.500,  117   , kr. 49.645,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  108   ,"12,62800082","55,66354815","Øresund Parkvej 12,st th, 2300 København S",Øresund Parkvej,12,st,3
424424,"Strandlodsvej 25G, 3. tv, 2300 København S", kr. 2.250.000, kr. 320.900, kr. 4.750.000,  99   , kr. 47.979,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2016,  89   ,"12,62452652","55,66575136","Strandlodsvej 25G,3 tv, 2300 København S",Strandlodsvej,25G,3,4
109339,"Ørestads Boulevard 61A, 3. th, 2300 København S", kr. 1.600.000, kr. 301.300, kr. 3.250.000,  77   , kr. 42.207,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  68   ,"12,58159035","55,63311247",-,Ørestads Boulevard,61A,3,3
133317,"Øresundsvej 106, 1. th, 2300 København S", kr. 1.000.000, kr. 87.500, kr. 2.650.000,  61   , kr. 43.442,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  53   ,"12,62140147","55,66123857","Engvej 20, 2300 København S",Øresundsvej,106,1,2
424618,"Richard Mortensens Vej 10A, 1. mf, 2300 København S", kr. 2.050.000, kr. 374.200, kr. 3.920.000,  106   , kr. 36.981,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2019,  97   ,"12,57157377","55,62412183","Richard Mortensens V 10A,1 mf, 2300 København S",Richard Mortensens Vej,10A,1,4
137417,"Tingvej 2, 3. th, 2300 København S", kr. 1.400.000, kr. 82.700, kr. 2.950.000,  84   , kr. 35.119,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1885,  73   ,"12,60480522","55,66027022","Morlenesvej 11, 2840 Holte",Tingvej,2,3,3
114731,"C.F. Møllers Allé 16, 5. th, 2300 København S", kr. 1.950.000, kr. 387.600, kr. 4.200.000,  99   , kr. 42.424,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  85   ,"12,57420037","55,63494631","C.F. Møllers Allé 16,5 th, 2300 København S",C.F. Møllers Allé,16,5,3
417895,"Richard Mortensens Vej 2, 6. mf, 2300 København S", kr. 2.000.000, kr. 362.600, kr. 3.995.000,  93   , kr. 42.956,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  85   ,"12,57257101","55,62424814","Richard Mortensens V 2,6 mf, 2300 København S",Richard Mortensens Vej,2,6,4
130744,"Øresundsvej 49, 4. tv, 2300 København S", kr. 1.400.000, kr. 354.900, kr. 3.660.000,  78   , kr. 46.923,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  73   ,"12,61347247","55,66053163","Øresundsvej 49,4 tv, 2300 København S",Øresundsvej,49,4,2
132881,"Messinavej 5, 1. th, 2300 København S", kr. 1.150.000, kr. 100.500, kr. 2.925.000,  70   , kr. 41.785,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  63   ,"12,62092699","55,66093418","Engskolevej 39, 2730 Herlev",Messinavej,5,1,2
112391,"Islands Brygge 38B, 5. tv, 2300 København S", kr. 2.650.000, kr. 417.800, kr. 6.995.000,  101   , kr. 69.257,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  87   ,"12,56669891","55,65833889","Islands Brygge 38B,5 tv, 2300 København S",Islands Brygge,38B,5,3
407926,"Rundholtsvej 28, 13. 1, 2300 København S", kr. 2.500.000, kr. 279.000, kr. 5.695.000,  95   , kr. 59.947,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  85   ,"12,56450561","55,65356295","Rundholtsvej 28,13,-1, 2300 København S",Rundholtsvej,28,13,2
127338,"Brysselgade 6, 2. th, 2300 København S", kr. 830.000, kr. 91.700, kr. 2.525.000,  43   , kr. 58.720,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1886,  39   ,"12,60415184","55,66203594","Brysselgade 6,2 th, 2300 København S",Brysselgade,6,2,1
103666,"Halfdansgade 5, 4. tv, 2300 København S", kr. 1.550.000, kr. 90.600, kr. 3.995.000,  65   , kr. 61.461,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  58   ,"12,57594057","55,66542324","Åløkkehaven 32, 5000 Odense C",Halfdansgade,5,4,2
113686,"Viggo Kampmanns Plads 3, 2. th, 2300 København S", kr. 4.150.000, kr. 377.600, kr. 7.650.000,  150   , kr. 51.000,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  133   ,"12,56502814","55,65503598","Viggo Kampmanns Pl 3,2 th, 2300 København S",Viggo Kampmanns Plads,3,2,3
421372,"Strandlodsvej 23C, 4. tv, 2300 København S", kr. 3.100.000, kr. 374.000, kr. 7.095.000,  132   , kr. 53.750,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2021,  120   ,"12,62563654","55,66530886","Strandlodsvej 23C,4 tv, 2300 København S",Strandlodsvej,23C,4,4
420775,"Else Alfelts Vej 91, 6. tv, 2300 København S", kr. 2.400.000, kr. 428.800, kr. 4.250.000,  107   , kr. 39.719,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  92   ,"12,56853738","55,61709223","Else Alfelts Vej 91,6 tv, 2300 København S",Else Alfelts Vej,91,6,4
143856,"Birketinget 2F, 3. 632, 2300 København S", kr. 720.000, kr. 123.900, kr. 1.495.000,  45   , kr. 33.222,15/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  40   ,"12,6005404","55,65649685","Ørestads Boulevard 55A,2,-209, 2300 København S",Birketinget,2F,3,1
111908,"Drechselsgade 12, 6. tv, 2300 København S", kr. 4.700.000, kr. 361.900, kr. 8.400.000,  138   , kr. 60.869,11/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  123   ,"12,56808153","55,65685421","Drechselsgade 12,6 tv, 2300 København S",Drechselsgade,12,6,3
130324,"Sorrentovej 18, 1. tv, 2300 København S", kr. 1.150.000, kr. 177.900, kr. 2.995.000,  66   , kr. 45.378,01/06/2021,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  63   ,"12,62267261","55,6581101","Sorrentovej 18,1 tv, 2300 København S",Sorrentovej,18,1,3
